"","INDICATOR","LCL.ALL","EST.ALL","UCL.ALL","LCL.MALES","EST.MALES","UCL.MALES","LCL.FEMALES","EST.FEMALES","UCL.FEMALES","GROUP","LABEL","TYPE"
"27","FG05",0.00625,0.0260416666666667,0.075,0.0125974025974026,0.0609756097560976,0.125882352941177,0,0.0185185185185185,0.0551305492576611,"Diet","Consumed EGGS (in previous 24 hours)","Proportion"
"28","FG06",0.225,0.328125,0.413541666666667,0.327712418300654,0.4,0.537606177606178,0.193515575333757,0.275590551181102,0.340512974351282,"Diet","Consumed FISH (in previous 24 hours)","Proportion"
"29","FG07",0.339583333333333,0.380208333333333,0.511458333333333,0.284214377172124,0.425,0.506550522648084,0.338992042440318,0.417322834645669,0.476453530520516,"Diet","Consumed LEGUMES / NUTS / SEEDS (in previous 24 hours)","Proportion"
"30","FG08",0.00729166666666667,0.0208333333333333,0.034375,0,0,0.0461003861003861,0.0143038779402416,0.0413223140495868,0.108523276695676,"Diet","Consumed MILK / MILK PRODUCTS (in previous 24 hours)","Proportion"
"31","FG09",0.188541666666667,0.229166666666667,0.248958333333333,0.157647058823529,0.266666666666667,0.35053246307111,0.171509971509971,0.210526315789474,0.268477265791883,"Diet","Consumed FATS (in previous 24 hours)","Proportion"
"32","FG10",0.459375,0.526041666666667,0.55625,0.292337662337662,0.418918918918919,0.536997595328066,0.440122993850308,0.526315789473684,0.564263322884013,"Diet","Consumed SUGARS (in previous 24 hours)","Proportion"
"33","FG11",0.927083333333333,0.96875,0.984375,0.926684430909783,0.985294117647059,1,0.950202429149798,0.975206611570248,0.989530523473826,"Diet","Consumed OTHER (in previous 24 hours)","Proportion"
"88","proteinRich",0.390625,0.4375,0.56875,0.37169014084507,0.486486486486487,0.57588850174216,0.403779840848806,0.474576271186441,0.580919240249384,"Nutrients","PROTEIN rich foods in diet","Proportion"
"87","pProtein",0.339583333333333,0.380208333333333,0.511458333333333,0.284214377172124,0.425,0.506550522648084,0.338992042440318,0.417322834645669,0.476453530520516,"Nutrients","Protein rich plant sources of protein in diet","Proportion"
"14","aProtein",0.0708333333333333,0.0989583333333333,0.15625,0.0470731707317073,0.135135135135135,0.187226890756303,0.0643356643356643,0.141592920353982,0.242584759549684,"Nutrients","Protein rich animal sources of protein in diet","Proportion"
"89","pVitA",0.579166666666667,0.640625,0.6875,0.462135642135642,0.558823529411765,0.66808362369338,0.544193127446716,0.652892561983471,0.757689893283114,"Nutrients","Plant sources of Vitamin A in diet","Proportion"
"15","aVitA",0.0270833333333333,0.0416666666666667,0.0989583333333334,0.0125974025974026,0.0675675675675676,0.128739495798319,0.015956770502225,0.0593220338983051,0.133220537515455,"Nutrients","Animal sources of Vitamin A in diet","Proportion"
"139","xVitA",0.595833333333333,0.661458333333333,0.71875,0.473636363636364,0.597560975609756,0.75533199195171,0.569290996085254,0.690265486725664,0.773815561190444,"Nutrients","Any source of Vitamin A","Proportion"
"62","ironRich",0.605208333333333,0.703125,0.730208333333333,0.450598290598291,0.609756097560976,0.715830115830116,0.605451645643033,0.706896551724138,0.805461393596987,"Nutrients","IRON rich foods in diet","Proportion"
"16","caRich",0.00729166666666667,0.0208333333333333,0.034375,0,0,0.0461003861003861,0.0143038779402416,0.0413223140495868,0.108523276695676,"Nutrients","CALCIUM rich foods in diet","Proportion"
"140","znRich",0.488541666666667,0.619791666666667,0.64375,0.603479701739851,0.658536585365854,0.823003663003663,0.477387267904509,0.567796610169492,0.643265187762796,"Nutrients","ZINC rich foods in diet","Proportion"
"100","vitB1",0.551041666666667,0.65625,0.690625,0.633382352941176,0.675324675324675,0.825567765567766,0.525729442970822,0.61864406779661,0.719646222995505,"Nutrients","Vitamin B1 rich foods in diet","Proportion"
"102","vitB2",0.766666666666667,0.807291666666667,0.866666666666667,0.702857142857143,0.76056338028169,0.860463320463321,0.758549444286121,0.859649122807018,0.900290786654423,"Nutrients","Vitamin B2 rich foods in diet","Proportion"
"103","vitB3",0.488541666666667,0.619791666666667,0.64375,0.603479701739851,0.658536585365854,0.823003663003663,0.477387267904509,0.567796610169492,0.643265187762796,"Nutrients","Vitamin B3 rich foods in diet","Proportion"
"104","vitB6",0.825,0.875,0.905208333333333,0.755097402597403,0.865853658536585,0.904324324324324,0.781832430891992,0.900826446280992,0.931198995605775,"Nutrients","Vitamin B6 rich foods in diet","Proportion"
"101","vitB12",0.263541666666667,0.385416666666667,0.4625,0.397647058823529,0.464788732394366,0.623376623376623,0.232040686586141,0.338842975206612,0.4009058602188,"Nutrients","Vitamin B12 rich foods in diet","Proportion"
"105","vitBcomplex",0.259375,0.364583333333333,0.453125,0.371895424836601,0.450704225352113,0.623376623376623,0.230387794024158,0.314814814814815,0.387094975959863,"Nutrients","Vitamin B1 / B2 / B3 / B6 / B12 rich foods in diet","Proportion"
"59","HHS1",0.729166666666667,0.807291666666667,0.842708333333333,0.579185679185679,0.742857142857143,0.870326797385621,0.657116898849182,0.787037037037037,0.890909090909091,"Food Security","Little or no hunger in household (HHS = 0 / 1)","Proportion"
"60","HHS2",0.096875,0.145833333333333,0.192708333333333,0.129673202614379,0.225352112676056,0.407300807300807,0.0611570247933884,0.161016949152542,0.240036341611145,"Food Security","Moderate hunger in household (HHS = 2 / 3)","Proportion"
"61","HHS3",0.0166666666666667,0.0260416666666667,0.0541666666666667,0,0,0.0643104643104643,0,0.0172413793103448,0.051417004048583,"Food Security","Severe hunger in household (HHS = 4 / 5 / 6)","Proportion"
"135","wgVisionD0",1,1,1,1,1,1,1,1,1,"Disability (WG)","Vision : D0 : None","Proportion"
"136","wgVisionD1",0,0,0,0,0,0,0,0,0,"Disability (WG)","Vision : D1 : Any","Proportion"
"137","wgVisionD2",0,0,0,0,0,0,0,0,0,"Disability (WG)","Vision : D2 : Moderate or severe","Proportion"
"138","wgVisionD3",0,0,0,0,0,0,0,0,0,"Disability (WG)","Vision : D3:  Severe","Proportion"
"114","wgHearingD0",1,1,1,1,1,1,1,1,1,"Disability (WG)","Hearing : D0 : None","Proportion"
"115","wgHearingD1",0,0,0,0,0,0,0,0,0,"Disability (WG)","Hearing : D1 : Any","Proportion"
"116","wgHearingD2",0,0,0,0,0,0,0,0,0,"Disability (WG)","Hearing : D2 : Moderate or severe","Proportion"
"117","wgHearingD3",0,0,0,0,0,0,0,0,0,"Disability (WG)","Hearing : D3:  Severe","Proportion"
"118","wgMobilityD0",1,1,1,1,1,1,1,1,1,"Disability (WG)","Mobility : D0 : None","Proportion"
"119","wgMobilityD1",0,0,0,0,0,0,0,0,0,"Disability (WG)","Mobility : D1 : Any","Proportion"
"120","wgMobilityD2",0,0,0,0,0,0,0,0,0,"Disability (WG)","Mobility : D2 : Moderate or severe","Proportion"
"121","wgMobilityD3",0,0,0,0,0,0,0,0,0,"Disability (WG)","Mobility : D3:  Severe","Proportion"
"127","wgRememberingD0",1,1,1,1,1,1,1,1,1,"Disability (WG)","Remembering : D0 : None","Proportion"
"128","wgRememberingD1",0,0,0,0,0,0,0,0,0,"Disability (WG)","Remembering : D1 : Any","Proportion"
"129","wgRememberingD2",0,0,0,0,0,0,0,0,0,"Disability (WG)","Remembering : D2 : Moderate or severe","Proportion"
"130","wgRememberingD3",0,0,0,0,0,0,0,0,0,"Disability (WG)","Remembering : D3:  Severe","Proportion"
"131","wgSelfCareD0",1,1,1,1,1,1,1,1,1,"Disability (WG)","Self-care : D0 : None","Proportion"
"132","wgSelfCareD1",0,0,0,0,0,0,0,0,0,"Disability (WG)","Self-care : D1 : Any","Proportion"
"133","wgSelfCareD2",0,0,0,0,0,0,0,0,0,"Disability (WG)","Self-care : D2 : Moderate or severe","Proportion"
"134","wgSelfCareD3",0,0,0,0,0,0,0,0,0,"Disability (WG)","Self-care : D3:  Severe","Proportion"
"110","wgCommunicatingD0",1,1,1,1,1,1,1,1,1,"Disability (WG)","Communicating : D0 : None","Proportion"
"111","wgCommunicatingD1",0,0,0,0,0,0,0,0,0,"Disability (WG)","Communicating : D1 : Any","Proportion"
"112","wgCommunicatingD2",0,0,0,0,0,0,0,0,0,"Disability (WG)","Communicating : D2 : Moderate or severe","Proportion"
"113","wgCommunicatingD3",0,0,0,0,0,0,0,0,0,"Disability (WG)","Communicating : D3:  Severe","Proportion"
"122","wgP0",1,1,1,1,1,1,1,1,1,"Disability (WG)","No disability in Washington Group domains","Proportion"
"123","wgP1",0,0,0,0,0,0,0,0,0,"Disability (WG)","At least 1 domain with any disability (P1)","Proportion"
"124","wgP2",0,0,0,0,0,0,0,0,0,"Disability (WG)","At least 1 domain with moderate or severe disability (P2)","Proportion"
"125","wgP3",0,0,0,0,0,0,0,0,0,"Disability (WG)","At least 1 domain with severe disability (P3)","Proportion"
"126","wgPM",0,0,0,0,0,0,0,0,0,"Disability (WG)","Multiple disability : More than one domain with any disability (PM)","Proportion"
"1","ADL01",0.925,0.958333333333333,0.986458333333333,0.856405756405756,0.951219512195122,0.994366197183099,0.96221322537112,0.991735537190083,1,"Activities of daily living","Independent : Bathing","Proportion"
"2","ADL02",0.954166666666667,0.979166666666667,0.99375,0.92631160572337,0.975609756097561,1,1,1,1,"Activities of daily living","Independent : Dressing","Proportion"
"3","ADL03",0.954166666666667,0.979166666666667,0.99375,0.92631160572337,0.975609756097561,1,1,1,1,"Activities of daily living","Independent : Toileting","Proportion"
"4","ADL04",0.896875,0.947916666666667,0.982291666666667,0.924878724878725,0.9625,0.997183098591549,0.935627530364372,0.991379310344828,1,"Activities of daily living","Independent : Transferring (mobility)","Proportion"
"5","ADL05",0.678125,0.734375,0.775,0.693661971830986,0.824324324324324,0.865912518853695,0.632907243526713,0.706896551724138,0.810763324005987,"Activities of daily living","Independent : Continence","Proportion"
"6","ADL06",0.985416666666667,0.994791666666667,1,0.951628551628552,1,1,1,1,1,"Activities of daily living","Independent : Feeding","Proportion"
"95","scoreADL",5.42916666666667,5.59375,5.67604166666667,5.44724464724465,5.64705882352941,5.77491289198606,5.59904697072839,5.68103448275862,5.77109390251838,"Activities of daily living","Katz ADL score","Mean"
"18","classADL1",0.919791666666667,0.96875,0.983333333333333,0.92631160572337,0.975609756097561,1,0.937381916329285,1,1,"Activities of daily living","Independent (Katz ADL score = 5/6)","Proportion"
"19","classADL2",0,0.015625,0.05,0,0,0,0,0,0.0626180836707153,"Activities of daily living","Partial dependency (Katz ADL score = 3/4)","Proportion"
"20","classADL3",0.00208333333333333,0.015625,0.0354166666666667,0,0.024390243902439,0.0736883942766296,0,0,0,"Activities of daily living","Severe dependency (Katz ADL score = 0/1/2)","Proportion"
"58","hasHelp",0.564583333333333,0.630208333333333,0.660416666666667,0.479281045751634,0.5375,0.796363636363637,0.528490648107873,0.628099173553719,0.712211397304151,"Activities of daily living","Subject has someone to help them with activities of daily living","Proportion"
"99","unmetNeed",0.0833333333333333,0.104166666666667,0.153125,0.037563025210084,0.148648648648649,0.196363636363636,0.0397605258020433,0.0925925925925926,0.119358741681791,"Activities of daily living","Subject has ADL needs (ADL < 6) but has no helper","Proportion"
"63","K6",11.0697916666667,12.3541666666667,12.9208333333333,9.0051948051948,11.9487179487179,13.7321568627451,10.8365658240088,12.8389830508475,13.5714306070105,"Mental health","K6 psychological distress score","Mean"
"64","K6Case",0.4,0.505208333333333,0.548958333333333,0.276883116883117,0.4375,0.570588235294118,0.386328478851648,0.5,0.585123966942149,"Mental health","Serious psychological distress (K6 > 12)","Proportion"
"22","DS",0.169791666666667,0.197916666666667,0.273958333333333,0.145454545454545,0.179487179487179,0.248888888888889,0.170175438596491,0.214876033057851,0.242733217669825,"Mental health","Probable dementia by brief CSID screen","Proportion"
"36","H1",0.389583333333333,0.453125,0.526041666666667,0.274285714285714,0.324324324324324,0.403529411764706,0.447725245316682,0.504132231404959,0.576902887139108,"Health","Long term disease requiring regular medication","Proportion"
"37","H2",0.705570291777188,0.810810810810811,0.843998254037538,0.494098883572568,0.666666666666667,0.903272727272727,0.618612088263511,0.758620689655172,0.929411764705882,"Health","Takes medication for long term disease requiring regular medication","Proportion"
"38","H31",0,0.0952380952380952,0.402614379084967,0,0.0714285714285714,0.374358974358974,0,0.181818181818182,0.30952380952381,"Health","Not taking drugs for long term disease : NO DRUGS AVAILABLE","Proportion"
"39","H32",0.168627450980392,0.526315789473684,0.60952380952381,0,0.454545454545455,0.612307692307692,0.339393939393939,0.578947368421053,0.666666666666667,"Health","Not taking drugs for long term disease : TOO EXPENSIVE / NO MONEY","Proportion"
"40","H33",0,0.0714285714285714,0.27563025210084,0,0,0,0.0272727272727273,0.210526315789474,0.6,"Health","Not taking drugs for long term disease : TOO OLD TO LOOK FOR CARE","Proportion"
"41","H34",0,0.111111111111111,0.390476190476191,0,0.285714285714286,0.92,0,0,0,"Health","Not taking drugs for long term disease : USE OF TRADITIONAL MEDICINE","Proportion"
"42","H35",0,0,0,0,0,0,0,0,0,"Health","Not taking drugs for long term disease : DRUGS DON'T HELP","Proportion"
"43","H36",0,0,0,0,0,0,0,0,0,"Health","Not taking drugs for long term disease : NO-ONE TO HELP ME","Proportion"
"44","H37",0,0,0.257516339869281,0,0,0,0,0,0.157954545454546,"Health","Not taking drugs for long term disease : NO NEED","Proportion"
"45","H38",0,0,0,0,0,0,0,0,0,"Health","Not taking drugs for long term disease : OTHER","Proportion"
"46","H39",0,0.0714285714285714,0.36140350877193,0,0,0.619047619047619,0,0,0.286363636363636,"Health","Not taking drugs for long term disease : NO REASON GIVEN","Proportion"
"47","H4",0.822916666666667,0.84375,0.889583333333333,0.737700534759358,0.802816901408451,0.854006968641115,0.783401519579193,0.875,0.962496354622339,"Health","Recent illness (i.e. in the previous 2 weeks)","Proportion"
"48","H5",0.774348025011438,0.816455696202532,0.871748492678725,0.669565217391304,0.776119402985075,0.885296031229668,0.74537037037037,0.826923076923077,0.932498648892092,"Health","Accessed care for recent illness","Proportion"
"49","H61",0.00588235294117647,0.0869565217391304,0.227777777777778,0,0.0666666666666667,0.323809523809524,0,0.12,0.260363636363636,"Health","Not accessing care for recent illness : NO DRUGS AVAILABLE","Proportion"
"50","H62",0.588405797101449,0.833333333333333,0.982352941176471,0.59047619047619,0.909090909090909,1,0.56,0.818181818181818,0.977777777777778,"Health","Not accessing care for recent illness : TOO EXPENSIVE / NO MONEY","Proportion"
"51","H63",0,0,0,0,0,0,0,0,0,"Health","Not accessing care for recent illness : TOO OLD TO LOOK FOR CARE","Proportion"
"52","H64",0,0,0.20248447204969,0,0,0.248627450980392,0,0,0,"Health","Not accessing care for recent illness : USE OF TRADITIONAL MEDICINE","Proportion"
"53","H65",0,0,0,0,0,0,0,0,0,"Health","Not accessing care for recent illness : DRUGS DON'T HELP","Proportion"
"54","H66",0,0,0.212121212121212,0,0,0,0,0,0.206285714285714,"Health","Not accessing care for recent illness : NO-ONE TO HELP ME","Proportion"
"55","H67",0,0,0,0,0,0,0,0,0,"Health","Not accessing care for recent illness : NO NEED","Proportion"
"56","H68",0,0,0.0833583208395802,0,0,0,0,0,0.138285714285714,"Health","Not accessing care for recent illness : OTHER","Proportion"
"57","H69",0,0,0,0,0,0,0,0,0,"Health","Not accessing care for recent illness : NO REASON GIVEN","Proportion"
"65","M1",0.460416666666667,0.520833333333333,0.613541666666667,0.505128205128205,0.597560975609756,0.726984126984127,0.38067287043665,0.516949152542373,0.603419777714449,"Income","Has a personal source of income","Proportion"
"66","M2A",0.270833333333333,0.338541666666667,0.375,0.370173985086993,0.4375,0.545743145743146,0.244367116137451,0.345132743362832,0.432493368700265,"Income","Source of income : Agriculture / fishing / livestock","Proportion"
"67","M2B",0.071875,0.125,0.154166666666667,0.15062623599209,0.181818181818182,0.352380952380952,0.00172413793103448,0.037037037037037,0.106612685560054,"Income","Source of income : Wages / salary","Proportion"
"68","M2C",0.015625,0.0208333333333333,0.0395833333333333,0.0142087821043911,0.0365853658536585,0.0752544752544753,0,0,0.0149775264607801,"Income","Source of income : Sale of charcoal / bricks / etc.","Proportion"
"69","M2D",0.0177083333333333,0.0677083333333333,0.096875,0,0.012987012987013,0.06996336996337,0.0493655235244355,0.123893805309735,0.159154481881755,"Income","Source of income : Trading (e.g. market or shop)","Proportion"
"70","M2E",0,0,0.0291666666666667,0,0,0,0,0.00826446280991736,0.0404829758512075,"Income","Source of income : Investments","Proportion"
"71","M2F",0,0.0208333333333333,0.03125,0,0.0441176470588235,0.0734487734487735,0,0,0,"Income","Source of income : Spending savings / sales of assets","Proportion"
"72","M2G",0.00833333333333333,0.0260416666666667,0.0458333333333333,0.0115915915915916,0.0285714285714286,0.0844919786096257,0,0.00862068965517241,0.0334033298335083,"Income","Source of income : Charity","Proportion"
"73","M2H",0.265625,0.317708333333333,0.388541666666667,0.173319473319473,0.28169014084507,0.36987012987013,0.259764430272662,0.336283185840708,0.403655435473617,"Income","Source of income : Cash transfer / social security / welfare","Proportion"
"74","M2I",0,0.00520833333333333,0.015625,0,0.0125,0.0679714651545638,0,0,0.0176075678974672,"Income","Source of income : Other source(s) of income","Proportion"
"106","W1",0.563541666666667,0.614583333333333,0.671875,0.439915966386555,0.564102564102564,0.729615531023982,0.555491089929548,0.619834710743802,0.702055702917772,"WASH","Improved source of drinking water","Proportion"
"107","W2",0.641666666666667,0.734375,0.801041666666667,0.587647058823529,0.646341463414634,0.799467072706509,0.664221577565962,0.759615384615385,0.848860315604909,"WASH","Safe drinking water","Proportion"
"108","W3",0.235416666666667,0.244791666666667,0.275,0.184642857142857,0.309859154929577,0.459320091673033,0.180020298680586,0.244094488188976,0.326353276353276,"WASH","Improved sanitation facility","Proportion"
"109","W4",0.229166666666667,0.244791666666667,0.267708333333333,0.184642857142857,0.309859154929577,0.459320091673033,0.16969696969697,0.239669421487603,0.320797720797721,"WASH","Improved non-shared sanitation facility","Proportion"
"85","oedema",0.00520833333333333,0.0208333333333333,0.0552083333333333,0,0,0.0354054054054054,0.00175438596491228,0.0258620689655172,0.0480853735091023,"Health","Bilateral pitting oedema (may not be nutritional)","Proportion"
"96","screened",0.00104166666666667,0.03125,0.0614583333333333,0,0,0.0823423423423424,0.0189937654052487,0.0423728813559322,0.0572649572649573,"Relief","Previously screened (MUAC or oedema)","Proportion"
"86","poorVA",0.323958333333333,0.416666666666667,0.445833333333333,0.393937282229965,0.5,0.594705882352941,0.178564456302466,0.305084745762712,0.366766620346669,"Health","Visual impairment (visual acuity < 6 / 12) by tumbling E method","Proportion"
"17","chew",0.236458333333333,0.307291666666667,0.394791666666667,0.148130081300813,0.28169014084507,0.372857142857143,0.222971302140951,0.298076923076923,0.387936784109033,"Health","Problems chewing food (self-report)","Proportion"
"34","food",0.03125,0.0416666666666667,0.0927083333333333,0.0125974025974026,0.0540540540540541,0.0940845070422535,0.00176991150442478,0.0677966101694915,0.132928475033738,"Relief","Anyone in household receives a ration","Proportion"
"84","NFRI",0.0114583333333333,0.0260416666666667,0.0510416666666667,0,0.0128205128205128,0.0696343402225755,0.00165289256198347,0.0330578512396694,0.070310391363023,"Relief","Received non-food relief items in previous month","Proportion"
"83","MUAC",261.385416666667,272.286458333333,276.017708333333,255.779495798319,261.943661971831,272.238890838891,268.753002699055,280.876033057851,285.162897410685,"Anthropometry","MUAC (mm)","Mean"
"35","GAM",0.00943907256734492,0.0412611610910666,0.0665489818149423,0.00165969423628943,0.0114058469897211,0.0241215795911429,0.00735453054829531,0.030573317816287,0.0503078458617135,"Anthropometry","Global acute malnutrition : GAM","Proportion"
"75","MAM",0.00840679256415874,0.0405148309568235,0.0628738254199745,0.00165969423564477,0.0113931431752043,0.0239192567399131,0.000865685245097678,0.0258415997246766,0.0472935447027741,"Anthropometry","Moderate acute malnutrition : MAM","Proportion"
"94","SAM",4.05364261831132e-14,0.000138761190464409,0.00393322639575415,1.04994546931308e-20,3.01822308262419e-12,0.00020486361413311,3.54632614085688e-07,0.0033168789091692,0.0092715446246332,"Anthropometry","Severe acute malnutrition : SAM","Proportion"
